OPPORTUNITY_ID,STAGE_NAME,LOST_REASON_C,CLOSED_LOST_NOTES_C,BUSINESS_ISSUE_C,HOW_DID_YOU_HEAR_ABOUT_US_C,CREATED_DATE,DEMO_HELD,DEMO_SET_DATE,DEMO_TIME,CLOSE_DATE,LAST_SALES_CALL_DATE_TIME,ACCOUNT_ID
006UV000008ZTfHYAW,Closed Lost,Temporarily Closed,"he's about to close down for a few weeks to renovate, says he will probably try us out when they get back open in July",,,2024-06-07 16:03:49.000,true,0024-06-07,2024-06-10 16:30:00.000,0024-06-11,2024-06-11 17:05:37.000,001UV00000Atun2YAB
006UV000009c7T9YAI,Interest,,,,,2024-07-09 18:16:02.000,false,,2024-07-11 17:30:00.000,0024-07-19,2024-07-09 18:10:02.000,001UV00000CSVLOYA5
006UV000008WbavYAC,Closed Lost,No Demo Held,,,,2024-06-06 15:12:18.000,false,0024-06-06,2024-06-13 15:00:00.000,0024-06-15,2024-06-27 15:22:20.000,001UV00000AqOq5YAF
006UV000009eNqLYAU,Interest,,,,,2024-07-10 15:34:17.000,false,,2024-07-13 17:30:00.000,0024-07-20,2024-07-10 15:32:39.000,001UV00000CVcyAYAT
006UV000006jXnZYAU,Closed Won,,,"Spending 25/30% on third parties making him increase his prices so his customers are paying absurd amounts of money for delivery. Is using Skytab, but it's not a great OLO experience nor for the customer or for him as it pushes away from main domain. ""tablets are too small menu doesn't look good missing modifiers""  and spending $80/month on there. No Loyalty points through them either. Had an issue with them that was charging their customers multiple times, took them over 2 months to fix, bad customer service experience.",Facebook/IG,2024-04-24 14:12:42.000,true,0024-04-24,2024-04-25 14:00:00.000,0024-04-24,2024-04-24 14:06:21.000,001UV000008OIiOYAW
006UV000007cT6bYAE,Closed Won,,,"His brother built them a website but he doesn't love the look of it and they are not driving nearly as many sales  as the third parties (about 6k/month vs 50k monthly on 3ps). Spending over 10k in commissions on 3ps (20/25%) and spending a lot of $ on ""sponsored"" google ads that aren't even helping them show up when we type up different types of dishes they offer in their area. Sending his customers over to GH on his website. No loyalty points. no marketing other than IG/FB.",Other,2024-05-18 20:40:54.000,true,,2024-05-22 20:00:00.000,0024-05-22,2024-05-18 20:40:32.000,001UV000009dvIzYAI
006UV000007RpTpYAK,Closed Won,,,"Wants to stop working for 3P. Unhappy with his current site, doesn't like that they push to Slice. Wix built site that he said ""feels very dead"".",Youtube,2024-05-14 13:44:55.000,true,0024-05-14,2024-05-14 15:00:00.000,0024-05-14,2024-05-14 14:58:08.000,001UV000009P7NiYAK
006UV000003HOgyYAG,Closed Won,,,Dee manages marketing/operations for the business and was our campion for this deal. She realized they need more visibility on google consistently to increase foot traffic and to build a direct olo business. Doesn't want to rely on the 3ps for that and waste money on fees. Loves our marketing and mobile app!,Facebook/IG,2024-01-25 15:57:07.000,true,0024-01-25,2024-01-25 16:30:00.000,0024-01-26,2024-01-26 15:16:59.000,001UV000003isvsYAA
006UV000007QNGIYA4,Closed Won,,,"Serial entrepreneur - short on time and wants to implement a tool that is all in one. SEO, conversion rate optimization, and the marketing tools were the main driver here.",Youtube,2024-05-13 20:36:14.000,true,0024-05-13,2024-05-13 20:30:00.000,0024-05-13,2024-05-09 16:58:07.000,0014x00001o312xAAA
006UV000009dyf3YAA,Interest,,,,,2024-07-10 13:58:26.000,false,,2024-07-11 15:15:00.000,0024-07-20,2024-07-10 13:57:01.000,001UV00000CVHQfYAP
006UV000005mc4vYAA,Closed Won,,,"really not happy with toast olo experience. Signed up for popmenu months ago and nothing has happened. 10k+ in 3rd party paying 25%. No mobile app, SEO or loyalty currently.1,851.0552
GMV Pred for Perrotti's",Facebook/IG,2024-03-26 21:08:57.000,true,0024-03-26,2024-03-26 20:45:00.000,0024-03-27,2021-09-14 18:03:18.000,001UV000006zY2vYAE
006UV000007V1gXYAS,Closed Won,,,"Relying on DD for all OLO $10K a month, large volume of phone call for takeout. Needs website, help with SEO and marketing paying $3K a month in commissions",Cold call,2024-05-15 16:37:44.000,true,,2024-05-15 15:45:00.000,0024-05-15,2024-05-15 16:42:06.000,001UV000009TkwjYAC
006UV000003TM8HYAW,Closed Won,,,this deal was discovered through auto DQ list that Braden was instructed to go through to look for potential outliers. eGMV here is low despite 20k direct online ordering (verified through statements). adjustments will be made to egmv criteria moving forward to try an account for these errors. management aware.,Facebook/IG,2024-01-30 02:02:13.000,true,,,0024-01-29,2024-01-30 00:56:09.000,001UV000003xBtmYAE
006UV000004Pg1lYAC,Closed Won,,,"paying high % to 3ps
using pringle which is terrible OLO - only offers pick up
no marekting or loyalty or mobile app
needs help with branding",Facebook/IG,2024-02-20 23:18:36.000,true,,2024-02-20 23:15:00.000,0024-02-20,2024-02-20 23:16:20.000,001UV0000058BTFYA2
006UV000006hvyuYAA,Closed Won,,,Hates dealing with Toast and 3rd party commissions. Excited for Mobile App and loves what we did for Metro Pizza,Media Outlet,2024-04-23 20:17:17.000,true,0024-04-23,2024-04-23 20:00:00.000,0024-04-23,2024-04-23 20:16:02.000,001UV000008MR1lYAG
006UV0000067IPmYAM,Closed Won,,,been around for 30 years but know they need to upgrade their setup to stay relevant. Also spending a ton on marketing through Google and Yelp on top of 3P fees that we can help them with. Really excited to get started and build a true partnership.,Cold call,2024-04-05 18:42:21.000,true,0024-04-05,2024-04-05 18:45:00.000,0024-04-06,2024-04-16 21:14:53.000,001UV000007UYjNYAW
006UV000007Sl6QYAS,Closed Won,,,"no website, one of his servers is his IT guy and he doesnt have time to be doing everything so he wants a solution that he can use but that is also relatively hands off.",Facebook/IG,2024-05-14 18:42:50.000,true,,2024-05-10 18:30:00.000,0024-05-14,2024-05-10 17:54:54.000,001UV000009QcinYAC
006UV000005fsKwYAI,Closed Won,,,"Basic website, no direct olo and wants to avoid 3ps. Needs vis on google, limited marketing and no mobile app. Loves all in one solution concept.",Facebook/IG,2024-03-23 21:26:58.000,true,,2024-03-22 14:00:00.000,0024-03-23,2024-03-23 12:49:38.000,001UV000006qXsVYAU
006UV000006fZCsYAM,Closed Won,,,"No direct OLO pushing everyone to DD 40 - 50 DD orders per day and 70% are delivery. Pays 25% for delivery, 6% for pickup. Late night spot (4am) but not ranking on google for that search term, huge boost coming for his already successful business!",Cold call,2024-04-22 19:36:53.000,true,0024-04-22,2024-04-23 21:30:00.000,0024-04-23,2024-04-23 21:45:53.000,001UV000008IRA9YAO
006UV000003wTHfYAM,Closed Won,,,"Desperately needs a new website/olo experience, spending way too much on 3p fees and needs to save. Needs more visibility on google. Needs marketing and mobile app.",Facebook/IG,2024-02-08 19:09:22.000,true,0024-02-08,2024-02-08 22:00:00.000,0024-02-08,2024-02-08 19:07:17.000,001UV000004WRqtYAG
006UV000006iDqvYAE,Closed Won,,,"High commission cost of 20-30%; Square OLO is only for PU and not converting as much as they would like, only word of mouth marketing, doing around 10k monthly on 3ps, really wants to push more direct and off the 3ps",Cold call,2024-04-23 20:29:14.000,true,0024-04-23,2024-04-25 18:00:00.000,0024-04-25,2024-04-25 15:17:12.000,001UV000008MTl7YAG
006UV000007Y8QYYA0,Closed Won,,,doing 25-30k per month on UE/DD and paying 30% with only a small increase in price so is paying A TON out of pocket. he has OLO now with qmenu but maybe gets 2-3 orders per day.,Cold call,2024-05-16 19:29:12.000,true,0024-05-16,2024-05-20 19:00:00.000,0024-05-20,2024-05-20 19:23:57.000,001UV000009Y4qQYAS
006UV0000066t9dYAA,Closed Won,,,"Wants to increase sales all around, hates the third parties crushing him with commissions and knows Shift 4 POS Olo is trash. Loves the mobile app!",Facebook/IG,2024-04-05 15:48:21.000,true,0024-04-05,2024-04-05 18:00:00.000,0024-04-05,,001UV000007TuXRYA0
006UV000006y5e5YAA,Closed Won,,,"Looking to drive business off of 3ps that are charging him 20%, website was built many years ago and needs updating, no olo, no app, website sending off to 3ps",Media Outlet,2024-05-01 04:04:37.000,true,0024-04-30,2024-05-01 04:00:00.000,0024-04-30,2024-05-01 04:02:13.000,001UV000008jG8rYAE
006UV000004hEQPYA2,Closed Won,,,"Business has decreased tremendously since joining SpotHopper. He's really been through it all - ChowNow, DD/GH, Slice - all have made grand promises and none have delivered. 

He is an extremely hardworking Owner/Operator who doesn't have time to manage his digital presence but knows that what he's doing isn't enough. 

Awesome fit customer!",Facebook/IG,2024-02-28 02:28:02.000,true,,2024-02-28 18:30:00.000,0024-02-28,2023-09-07 18:30:11.000,001UV000005VbA5YAK
006UV000003c3G5YAI,Closed Won,,,Nam loved everything that we do. Want a better way to offer olo and build an online presence. Loses 30% to 3Ps. Loved our websites and app and sees a lot of value in our marketing since they dont do much themselves. Want to start offering delivery directly.,Restaurant Referral,2024-02-01 18:07:32.000,true,,2024-01-31 22:00:00.000,0024-02-01,2024-02-01 18:03:40.000,001UV0000047ygIYAQ
006UV000009Z3SUYA0,In Progress,,,,,2024-07-08 14:43:03.000,true,0024-07-08,2024-07-12 15:00:00.000,0024-07-18,2024-07-09 14:07:57.000,001UV00000CNrHfYAL
006UV000007DuQAYA0,Closed Won,,,"$15K / month on 3p's, no marketing or SEO and wants more direct sales currently doing $3K through menustar - customer referral!",Restaurant Referral,2024-05-08 00:41:13.000,true,,,0024-05-07,2024-05-08 00:36:52.000,001UV0000095G73YAE
006UV000007CDtVYAW,Closed Won,,,"website is literally broken, very dissatisfied with 3p but not even the comish mainly just the lack of transparency around customer data",Facebook/IG,2024-05-07 13:44:15.000,true,0024-05-07,2024-05-06 21:45:00.000,0024-05-13,2024-05-06 21:43:57.000,001UV0000092lVWYAY
006UV000007GDQHYA4,Closed Won,,,"no direct OLO. Want to work on getting people off 3rd parties. No SEO, no mobile app, no automated marketing and no loyalty. No integration.",Facebook/IG,2024-05-08 20:54:15.000,true,,2024-05-09 19:00:00.000,0024-05-16,2024-05-09 17:37:55.000,001UV00000990hxYAA
006UV000009KWwDYAW,Closed Won,,,"built website herself on godaddy, was paying $300 just for direct olo provider but cancelled it now is pushing for dd storefront, wants everything under one umbrella, wants help being found",Facebook/IG,2024-06-30 19:00:36.000,true,,2024-06-30 16:00:00.000,0024-06-30,2024-06-30 18:05:22.000,001UV00000C25pVYAR
006UV000006hEsHYAU,Closed Won,,,"Doesn't mess with third parties, wants to build new stream of revenue bc only doing phone orders for pickup. Knows he is missing out big time but doesn't want to pay commissions to 3p's. Excited to work with us and if all goes smooth will onboard 2 other concepts in future",Facebook/IG,2024-04-23 15:09:26.000,true,,2024-04-23 18:30:00.000,0024-04-23,2024-04-23 18:26:29.000,001UV000008KzxEYAS
006UV000009a8zZYAQ,Closed Won,,,"Found us through Restaurant Unstoppable podcast and he believes that platforms like Owner.com are the future of the restaurant industry. This guy is fully bought into the mission of what we do from the beginning. Has one brick and mortar, but originally started with a food truck and is really looking to grow with us.",Other,2024-07-08 20:44:22.000,true,0024-07-08,2024-07-09 21:00:00.000,0024-07-09,2024-07-09 20:10:31.000,001UV00000CPbDZYA1
006UV000009Oay1YAC,Closed Won,,,"Business is slow, her partner left 2 months ago because they weren't making enough money. Ordering experience is fragmented- only getting 2 orders a day on spothopper (pickup only), they also have another website by Fox Ordering that does delivery, also on all 3Ps at 30% commission, where most of their orders are coming from. Wants a better ordering experience, wants email/text marketing that she doesn't have to do by herself, wants more orders.",Media Outlet,2024-07-02 15:21:42.000,true,0024-07-02,2024-07-03 15:00:00.000,0024-07-03,2024-07-03 14:56:00.000,001UV00000C81pdYAB
006UV000008opAoYAI,Closed Won,,,"Have been open for a year and have already been really successful, planning on opening another loc in Dallas next year. Spoton POS and use them for olo. Havent started using 3Ps yet due to fees, which is why they want us for help with olo. Pretty website but terrible SEO and know this is super important. Wanted an all in one solution.",Facebook/IG,2024-06-14 19:51:49.000,true,0024-06-14,2024-06-17 16:30:00.000,0024-06-17,2024-06-17 16:26:46.000,001UV00000BFpohYAD
006UV00000970SjYAI,Closed Won,,,"James has studied soul food all over the country and is well known in his community. He's been really focused on branding and marketing over the last couple of years because he wants to expand to multiple locations and even eventually franchise. Even with his great reviews he doesn't rank well in his area, he wants to get away from 3Ps, and he is SUPER excited about the mobile app.",Facebook/IG,2024-06-24 15:35:04.000,true,0024-06-24,2024-06-24 16:00:00.000,0024-06-24,2024-06-24 16:00:21.000,001UV00000BhKtEYAV
006UV000004hAmbYAE,Closed Lost,Bad Fit,sports bar with little OLO. not a great fit,,,2024-02-28 01:38:50.000,true,0024-02-28,2024-02-29 00:00:00.000,0024-02-29,2024-02-29 00:03:10.000,001UV000005VVzGYAW
006UV000009bMsPYAU,Closed Won,,,"Paying 30% to the third parties, doesn't have any loyalty program or marketing, and wants to increase direct OLO while building out his brand. Jesus was SUPER impressed with the personal touch Rayan gave from the moment he submitted a demo request. This guy bought Owner because his experience with Rayan was so good it gave him trust / excitement in the rest of what we can offer.",Facebook/IG,2024-07-09 14:00:50.000,true,0024-07-09,2024-07-09 18:00:00.000,0024-07-09,2024-07-09 13:59:02.000,001UV00000CRamrYAD
006UV000006jqQPYAY,Closed Lost,Other,not willing to change website to owner.com template,,,2024-04-24 15:52:08.000,true,,2024-04-24 17:30:00.000,0024-05-08,2024-04-30 14:07:28.000,001UV000008OskDYAS
006UV000003mW0gYAE,Closed Lost,Bad Fit,zero delivery use. no drivers in the area very rural. not really interested in delivery,,,2024-02-05 18:00:33.000,true,0024-02-05,2024-02-07 19:00:00.000,0024-02-07,2024-02-07 19:02:25.000,001UV000004JnVpYAK
006UV000003UehTYAS,Closed Lost,Price,,,,2024-01-30 15:46:57.000,true,0024-01-30,2024-01-30 15:45:00.000,0024-02-02,2024-02-02 18:40:45.000,001UV000003yxbOYAQ
006UV000003bWbtYAE,Closed Lost,Lost to Competitor,local company he's using is his friend. wont make a change,,,2024-02-01 15:59:05.000,true,0024-02-01,2024-02-01 16:00:00.000,0024-02-01,2024-02-01 15:23:21.000,001UV0000047NiLYAU
006UV000003HldWYAS,Closed Lost,Price,Says cost is out of budget and they aren't focusing on delivery as much as in house. He is in the process of building a new website and wants to see how that works for him.,,,2024-01-25 17:23:52.000,true,0024-01-25,2024-01-25 19:30:00.000,0024-01-29,2024-01-29 18:43:15.000,001UV000003jIn6YAE
006UV000003IoUTYA0,Closed Lost,Bad Fit,doesn't need our help. pays little for 3ps and has a good website,,,2024-01-25 22:50:00.000,true,,2024-01-30 19:15:00.000,0024-01-30,2024-01-25 22:18:06.000,001UV000003kUEKYA2
006UV000002wrZ3YAI,Closed Lost,POS Integration,touchbistro,,,2024-01-17 19:20:14.000,true,,2024-01-22 18:00:00.000,0024-01-22,2024-01-17 19:18:17.000,001UV000003JyN2YAK
006UV000002w5FtYAI,Closed Lost,Price,said the 499 was too much and hated the 5% service fee to the customer,,,2024-01-17 14:45:12.000,true,0024-01-17,2024-01-17 14:15:00.000,0024-01-23,2024-01-23 19:03:52.000,001UV000003IzCzYAK
006UV000002gvbqYAA,Closed Lost,Bad Fit,Ghost kitchen,,,2024-01-10 20:37:49.000,true,0024-01-10,2024-01-11 14:00:00.000,0024-01-16,2024-01-16 16:27:50.000,001UV0000030sumYAA
006UV0000067rqYYAQ,Closed Lost,Lack of Urgency,will more likely than not sign up with us and we have a great rapport but just not the right timing with other things going on in the business,,,2024-04-05 23:36:28.000,false,0024-04-05,,0024-04-23,2024-04-12 00:09:18.000,001UV000007VD0SYAW
006UV000006fgkbYAA,Closed Lost,Language Barrier,,,Cold call,2024-04-22 20:10:19.000,true,0024-04-22,2024-04-29 17:15:00.000,0024-05-03,2024-04-29 17:09:12.000,001UV000008Igx5YAC
006UV000006jmrTYAQ,Closed Lost,POS Integration,Switching from Aloha to Revel; all 3ps will be streamlined through Revel. They want to get that shift going to not over extend staff. Wants a follow up in July,,,2024-04-24 15:38:59.000,true,0024-04-24,2024-05-06 18:00:00.000,0024-05-06,2024-04-29 18:17:54.000,001UV000008OY2MYAW
006UV000006VOPBYA4,Closed Lost,Lack of Urgency,,,,2024-04-17 17:36:58.000,true,0024-04-17,2024-04-18 15:00:00.000,0024-04-22,2024-04-17 16:05:14.000,001UV00000848iLYAQ
006UV0000064Y65YAE,Closed Lost,POS Integration,"Doesn't integrate w Aloha, doesn't like Aloha but cant get out of the contract without paying a bunch of money. Reach back out in a couple years or when we can integrate into Aloha",,,2024-04-04 16:02:04.000,true,0024-04-04,2024-04-03 18:00:00.000,0024-04-16,2024-04-17 16:29:00.000,001UV000007Qex3YAC
006UV000002NDoEYAW,Closed Lost,Lost to Competitor,lost to spothopper. website designs,,,2024-01-02 18:45:36.000,true,,2024-01-02 21:30:00.000,0024-01-08,2024-04-09 16:05:59.000,001UV000002dm6sYAA
006UV000005lVn3YAE,Closed Lost,Lost to Competitor,"lost to comp, nextdoor",,,2024-03-26 15:11:45.000,true,0024-03-26,2024-03-30 19:00:00.000,0024-04-02,2024-03-30 17:32:14.000,001UV000006y0GDYAY
006UV0000061hvVYAQ,Closed Lost,POS Integration,"was told we integrate, i told her we dont, deal breaker",,,2024-04-03 13:40:18.000,true,0024-04-03,2024-04-03 15:00:00.000,0024-04-03,,001UV000007MUcvYAG
006UV000003qLGLYA2,Closed Lost,No Decision / Non-Responsive,not responding to follow ups - i will keep trying to reach out,,,2024-02-06 20:32:27.000,true,0024-02-06,,0024-02-12,2024-02-06 20:22:26.000,001UV000004OSTuYAO
006UV000004OOTWYA4,Closed Lost,Missing Features,"says our website looks ""pedestrian""
no way to book event tables
doesnt like the look and feel
expensive compared to bento",,,2024-02-20 17:10:43.000,true,0024-02-20,2024-02-20 22:00:00.000,0024-02-28,2024-02-26 16:41:21.000,001UV0000056PouYAE
006UV000004OWECYA4,Closed Lost,Bad Fit,only turns on OLO a couple months a year wasn't really interested in talking to us and doesn't want to do marketing or online ordering at all. It's mostly a bar,,,2024-02-20 17:55:25.000,true,0024-02-20,2024-02-28 17:00:00.000,0024-02-28,2024-02-28 17:07:49.000,001UV0000056O1fYAE
006UV00000516zlYAA,Closed Lost,No Demo Held,,,,2024-03-06 21:23:35.000,false,0024-03-07,2024-03-07 19:30:00.000,0024-03-08,2024-03-07 20:06:01.000,001UV000005vGZqYAM
006UV000008X0B7YAK,Closed Won,,,"They have been open for 40 years, but recently as the landscape has changed they are seeing less and less sales across the board. As we dove into local searches they consistently ranked lower than they should, especially since they have a high rating and over 3,000 reviews. Very excited to get started.",Facebook/IG,2024-06-06 17:24:56.000,true,0024-06-06,2024-06-10 14:00:00.000,0024-06-10,2024-06-10 14:02:43.000,001UV00000AqwyDYAR
006UV000007TMYzYAO,Closed Lost,POS Integration,"#toastotter Has toast pos and wont consider anything that won't integrate. She loved the system, and is even considering changing POS systems once hr contract is up with toast in OCT.",,,2024-05-14 22:23:34.000,true,0024-05-14,2024-05-14 22:30:00.000,0024-05-15,2024-05-14 23:05:22.000,001UV000009RRGgYAO
006UV000008PAHLYA4,Closed Lost,Not a Decision Maker,not a DM. will send info and keep following up,,,2024-06-03 18:47:04.000,false,0024-06-03,2024-06-06 15:00:00.000,0024-06-07,2024-06-18 15:52:23.000,001UV00000Af8f2YAB
006UV000006DXZ0YAO,Closed Lost,Lost to Competitor,,,,2024-04-09 13:20:15.000,false,0024-04-09,2024-04-10 13:30:00.000,0024-04-29,2024-04-29 19:22:02.000,001UV000007dSmoYAE
006UV000005xo9BYAQ,Closed Lost,No Demo Held,,,,2024-04-01 19:43:47.000,false,,2024-04-03 22:00:00.000,0024-04-17,2024-03-26 21:03:34.000,001UV000007GXNNYA4
006UV000002gHbCYAU,Closed Lost,No Demo Held,,,,2024-01-10 16:29:44.000,false,,,0024-01-25,2024-01-11 16:25:48.000,001UV00000306RvYAI
006UV000007PbjXYAS,Closed Lost,Price,"said he isn't signing up with us or chow now, $500 too much and he's too busy on the weekends already",,,2024-05-13 17:02:05.000,true,0024-05-13,2024-05-15 21:30:00.000,0024-05-28,2024-05-23 21:59:11.000,001UV000009MMZOYA4
006UV000005bKRWYA2,Closed Lost,No Demo Held,,,,2024-03-21 18:54:48.000,false,,2024-03-22 15:00:00.000,0024-04-06,2024-06-20 18:13:16.000,001UV000006kPMYYA2
006UV000003z6GTYAY,Closed Lost,No Demo Held,,,,2024-02-09 16:34:41.000,false,,2024-02-09 20:00:00.000,0024-02-23,2024-02-09 19:39:50.000,001UV000004ZZdNYAW
006UV000003taHHYAY,Closed Lost,No Decision / Non-Responsive,,,,2024-02-07 21:25:57.000,true,,2024-02-08 21:30:00.000,0024-02-22,2024-02-08 21:54:46.000,001UV000004SwhwYAC
006UV000006JWDdYAO,Closed Lost,No Decision / Non-Responsive,,,,2024-04-11 17:53:08.000,true,0024-04-11,2024-04-12 00:00:00.000,0024-04-18,2024-04-18 19:52:56.000,001UV000007lvwVYAQ
006UV000009PVD7YAO,In Progress,,,,,2024-07-02 20:15:41.000,true,,2024-07-02 21:15:00.000,0024-07-12,2024-07-02 22:01:44.000,001UV00000C9eTyYAJ
006UV000006xlDyYAI,Closed Lost,Not a Decision Maker,"spoke with a manager, non dm. owner's son handles olo/tech",,,2024-04-30 22:44:34.000,false,,2024-05-02 16:00:00.000,0024-05-12,2024-05-02 16:33:18.000,001UV000008ieWdYAI
006UV000005lQ4DYAU,Closed Lost,Lack of Urgency,,,,2024-03-26 14:37:43.000,true,0024-03-26,2024-03-27 00:00:00.000,0024-04-03,2024-04-03 16:25:50.000,001UV000006xg7qYAA
006UV0000066OVeYAM,Closed Won,,,"High commission cost of 30% , website is old and very basic from old owners, not converting, OLO only bringing in 2k monthly, not appearing in search results, no app",Cold call,2024-04-05 13:21:23.000,true,0024-04-05,2024-04-05 18:00:00.000,0024-04-05,2024-04-05 18:11:32.000,001UV000007TG5OYAW
006UV000003z030YAA,Closed Lost,No Demo Held,In contract with SpotHopper for another 6 months +,,,2024-02-09 16:40:39.000,false,0024-02-09,2024-02-19 17:30:00.000,0024-02-20,2024-02-20 18:40:39.000,001UV000004ZXGYYA4
006UV000007CKlJYAW,Closed Lost,Bad Fit,doesn't want anyone taking over website. the DM spoke to the son and brushed me off,,,2024-05-07 14:26:33.000,true,0024-05-07,2024-05-07 17:30:00.000,0024-05-09,2024-05-09 14:48:29.000,001UV0000092xJlYAI
006UV000003VmLBYA0,Closed Lost,Bad Fit,"wrong data, they own a different restaurant",,,2024-01-30 20:11:26.000,false,0024-01-30,2024-01-31 23:00:00.000,0024-01-31,2024-02-05 21:08:43.000,001UV0000040Hg5YAE
006UV000005lNcbYAE,Closed Lost,No Demo Held,,,,2024-03-26 14:24:08.000,false,0024-03-26,2024-03-27 13:30:00.000,0024-04-12,2024-03-29 15:20:04.000,001UV000006xninYAA
006UV000005x9lyYAA,Closed Lost,No Demo Held,,,,2024-04-01 16:24:43.000,false,,2022-04-28 23:00:00.000,0024-04-15,2024-04-01 16:29:53.000,001UV000007FgJ5YAK
006UV000005qPx8YAE,Closed Won,,,"high % to 3ps and spending lots of money
no good way to keep track of customers
needs better SEO
needs better brandning as well",Facebook/IG,2024-03-28 14:46:24.000,true,0024-03-28,2024-03-28 14:45:00.000,0024-03-31,2024-05-03 20:01:14.000,001UV0000074zVlYAI
006UV000006YCZZYA4,Closed Lost,Bad Fit,,,,2024-04-18 18:33:49.000,true,0024-04-18,2024-04-23 18:15:00.000,0024-04-24,2024-04-23 18:17:32.000,001UV0000087t85YAA
006UV0000066XfNYAU,Closed Lost,Other,"Doesn't want his orders processed outside of Square and through stripe 

Regroup November",,,2024-04-05 13:48:40.000,true,0024-04-05,2024-04-08 14:00:00.000,0024-04-16,2024-04-17 15:48:44.000,001UV000007TLc1YAG
006UV000005tdDxYAI,Closed Lost,Lost to Competitor,contract with spothopper,,,2024-03-29 23:49:33.000,true,0024-03-29,2024-03-30 14:30:00.000,0024-04-08,2024-03-29 23:54:10.000,001UV0000079x3GYAQ
006UV000007D1gbYAC,Closed Lost,Price,Met with Rob while I was ooo to finish demo. Told me they aren't in a position to spend the $500 right now,,,2024-05-07 18:06:45.000,true,,2024-05-22 21:30:00.000,0024-05-28,2024-05-28 14:16:20.000,001UV0000093wTkYAI
006UV000005zrCbYAI,Closed Lost,No Demo Held,,,,2024-04-02 16:52:30.000,false,,2024-06-21 20:00:00.000,0024-04-09,2024-06-20 18:09:33.000,001UV000007JIgQYAW
006UV000005lNuLYAU,Closed Lost,Price,"too expensive, will consider once theyve opened more locs",,,2024-03-26 14:25:44.000,true,0024-03-26,2024-03-29 21:00:00.000,0024-04-02,2024-03-29 21:17:58.000,001UV000006xX4dYAE
006UV000005wsGVYAY,Closed Lost,No Decision / Non-Responsive,,,,2024-04-01 15:11:51.000,false,0024-04-01,2024-04-02 13:30:00.000,0024-04-16,2024-04-02 13:33:12.000,001UV000007F4QoYAK
006UV000005zfwEYAQ,Closed Lost,No Decision / Non-Responsive,,"Spending roughly 1-2K in commissions to DD, UE, Grubhub on monthly basis at each location! No direct OLO option. No customer data. Wants to update with times and knows younger generations love mobile app and modern OLO",Cold call,2024-04-02 16:08:56.000,true,0024-04-02,2024-04-02 16:00:00.000,0024-04-19,2024-04-18 16:03:14.000,001UV000007JHE6YAO
006UV0000062FQyYAM,Closed Lost,Lack of Urgency,,,,2024-04-03 17:30:55.000,true,0024-04-03,2024-04-03 17:30:00.000,0024-04-18,2024-04-18 15:37:10.000,001UV000007NGzLYAW
006UV000002biIfYAI,Closed Lost,No Demo Held,,,,2024-01-08 21:46:24.000,false,0024-01-08,,0024-01-11,2024-01-10 15:56:40.000,001UV000002uka6YAA
006UV000003S87QYAS,Closed Lost,Bad Fit,This is a white cloth fine dining restaurant that would not benefit from switching to Owner.com. Not high volume takeout restaurant and do all business 99% of it in house.,Currently not really an issue but wanting to see our technology versus BentoBox who they currently use at all locations. Fine dining restaurants so makes sense why. Trying to maximize takeout revenue at 2 of their concepts they feel would do well with it.,Facebook/IG,2024-01-29 18:27:08.000,true,0024-01-29,2024-01-30 16:00:00.000,0024-02-02,2024-01-30 16:04:56.000,001UV000003viCJYAY
006UV0000037xBLYAY,Closed Lost,Bad Fit,,,,2024-01-22 17:50:15.000,true,,2024-01-22 17:30:00.000,0024-02-04,2024-01-22 20:05:18.000,0014x00001qWsCfAAK
006UV0000038IMEYA2,Closed Lost,Price,,,,2024-01-22 18:48:04.000,true,0024-01-22,2024-01-23 00:00:00.000,0024-01-29,2024-01-29 23:11:04.000,001UV000003XhHQYA0
006UV000003Bqw1YAC,Closed Lost,Lost to Competitor,Wanna use Toast. Price and 5% and its their first online ordering so wanna start with something simple,,,2024-01-23 19:41:15.000,true,0024-01-23,2024-01-24 15:00:00.000,0024-01-30,2024-01-30 17:20:29.000,001UV000003brWjYAI
006UV000002roGsYAI,Closed Lost,Not a Decision Maker,,,,2024-01-15 19:43:59.000,true,0024-01-15,2024-01-15 19:45:00.000,0024-01-17,2024-01-15 19:38:35.000,001UV000003DRolYAG
006UV000002rcfVYAQ,Closed Lost,Lost to Competitor,"Going to most likely switch to TOAST POS from Clover, he is not happy with Clover and want's to take care of this and probably use Toast OLO to start bc of the cost factor","Doing around $40K a month in DD third party online sales, spending 8-10K in commissions a month. Doing each store on Menufy $30K a month in direct sales. Doesn't like Menufy and their tech limitations and not super user friendly ordering. Knows he is missing on conversion. Using Boostly for Text and spending like $1,500 a month in advertising on Yelp and TripAdvisor.",Cold call,2024-01-15 17:32:04.000,true,0024-01-15,2024-01-15 17:30:00.000,0024-01-22,2024-01-18 19:13:12.000,001UV000003DD5lYAG
006UV000002c3lKYAQ,Closed Lost,Price,now saying he is going to sell the restaurant and that we cost too much,,,2024-01-09 00:56:22.000,true,,2024-01-12 21:00:00.000,0024-01-12,2024-01-12 18:20:19.000,001UV000002v5hpYAA
006UV000002akETYAY,Closed Lost,POS Integration,lack of integration = deal breaker. uses foodtech as a POS,,,2024-01-08 15:57:40.000,true,,2024-01-08 16:15:00.000,0024-01-10,2024-01-10 18:03:17.000,001UV000002tLViYAM
